t,cx,cy,theta,Vc_x,Vc_y,omega
0.74250,0.541976,0.487530,-0.013505,-1.150062e-01,-1.657753e-02,-7.266843e-02
0.74500,0.541688,0.487489,-0.013688,-1.151048e-01,-1.648599e-02,-7.320324e-02
0.74750,0.541400,0.487448,-0.013872,-1.152035e-01,-1.639451e-02,-7.373739e-02
0.75000,0.541112,0.487407,-0.014058,-1.153023e-01,-1.630309e-02,-7.427164e-02
0.75250,0.540823,0.487366,-0.014245,-1.154012e-01,-1.621175e-02,-7.480628e-02
0.75500,0.540535,0.487326,-0.014433,-1.155000e-01,-1.612051e-02,-7.534143e-02
0.75750,0.540246,0.487286,-0.014623,-1.155989e-01,-1.602938e-02,-7.587682e-02
0.76000,0.539956,0.487246,-0.014814,-1.156978e-01,-1.593843e-02,-7.641251e-02
0.76250,0.539667,0.487206,-0.015007,-1.157967e-01,-1.584763e-02,-7.694814e-02
0.76500,0.539377,0.487167,-0.015200,-1.158955e-01,-1.575702e-02,-7.748371e-02
0.76750,0.539087,0.487128,-0.015395,-1.159940e-01,-1.566654e-02,-7.801882e-02
0.77000,0.538797,0.487089,-0.015592,-1.160922e-01,-1.557624e-02,-7.855350e-02
0.77250,0.538507,0.487050,-0.015789,-1.161900e-01,-1.548608e-02,-7.908746e-02
0.77500,0.538216,0.487012,-0.015988,-1.162872e-01,-1.539602e-02,-7.962058e-02
0.77750,0.537925,0.486973,-0.016189,-1.163836e-01,-1.530604e-02,-8.015265e-02
0.78000,0.537634,0.486935,-0.016391,-1.164792e-01,-1.521611e-02,-8.068344e-02
0.78250,0.537342,0.486898,-0.016594,-1.165738e-01,-1.512621e-02,-8.121295e-02
0.78500,0.537051,0.486860,-0.016798,-1.166673e-01,-1.503624e-02,-8.174127e-02
0.78750,0.536759,0.486823,-0.017004,-1.167594e-01,-1.494618e-02,-8.226846e-02
0.79000,0.536467,0.486786,-0.017211,-1.168500e-01,-1.485596e-02,-8.279444e-02
0.79250,0.536174,0.486749,-0.017419,-1.169391e-01,-1.476551e-02,-8.331946e-02
0.79500,0.535882,0.486712,-0.017629,-1.170265e-01,-1.467474e-02,-8.384405e-02
0.79750,0.535589,0.486675,-0.017839,-1.171120e-01,-1.458354e-02,-8.436892e-02
0.80000,0.535296,0.486639,-0.018052,-1.171957e-01,-1.449183e-02,-8.489491e-02
0.80250,0.535003,0.486603,-0.018265,-1.172775e-01,-1.439953e-02,-8.542284e-02
0.80500,0.534709,0.486567,-0.018480,-1.173573e-01,-1.430652e-02,-8.595302e-02
0.80750,0.534416,0.486532,-0.018696,-1.174353e-01,-1.421267e-02,-8.648569e-02
0.81000,0.534122,0.486497,-0.018914,-1.175113e-01,-1.411790e-02,-8.702105e-02
0.81250,0.533828,0.486462,-0.019133,-1.175855e-01,-1.402206e-02,-8.755950e-02
0.81500,0.533534,0.486427,-0.019353,-1.176578e-01,-1.392501e-02,-8.810096e-02
0.81750,0.533240,0.486392,-0.019575,-1.177283e-01,-1.382668e-02,-8.864545e-02
0.82000,0.532945,0.486358,-0.019798,-1.177970e-01,-1.372697e-02,-8.919271e-02
0.82250,0.532650,0.486324,-0.020022,-1.178639e-01,-1.362586e-02,-8.974267e-02
0.82500,0.532356,0.486290,-0.020248,-1.179291e-01,-1.352336e-02,-9.029479e-02
0.82750,0.532061,0.486256,-0.020475,-1.179928e-01,-1.341938e-02,-9.084910e-02
0.83000,0.531765,0.486223,-0.020703,-1.180549e-01,-1.331387e-02,-9.140508e-02
0.83250,0.531470,0.486190,-0.020933,-1.181157e-01,-1.320679e-02,-9.196250e-02
0.83500,0.531175,0.486157,-0.021165,-1.181751e-01,-1.309822e-02,-9.252082e-02
0.83750,0.530879,0.486125,-0.021397,-1.182332e-01,-1.298814e-02,-9.307972e-02
0.84000,0.530583,0.486093,-0.021631,-1.182902e-01,-1.287666e-02,-9.363869e-02
0.84250,0.530288,0.486061,-0.021867,-1.183462e-01,-1.276380e-02,-9.419739e-02
0.84500,0.529992,0.486029,-0.022104,-1.184012e-01,-1.264961e-02,-9.475548e-02
0.84750,0.529695,0.485998,-0.022342,-1.184555e-01,-1.253411e-02,-9.531261e-02
0.85000,0.529399,0.485967,-0.022582,-1.185091e-01,-1.241745e-02,-9.586846e-02
0.85250,0.529103,0.485936,-0.022823,-1.185621e-01,-1.229967e-02,-9.642266e-02
0.85500,0.528806,0.485906,-0.023065,-1.186147e-01,-1.218086e-02,-9.697467e-02
0.85750,0.528509,0.485875,-0.023309,-1.186668e-01,-1.206106e-02,-9.752398e-02
0.86000,0.528213,0.485846,-0.023554,-1.187186e-01,-1.194040e-02,-9.807025e-02
0.86250,0.527916,0.485816,-0.023801,-1.187702e-01,-1.181899e-02,-9.861317e-02
0.86500,0.527619,0.485787,-0.024049,-1.188218e-01,-1.169692e-02,-9.915251e-02
0.86750,0.527322,0.485758,-0.024298,-1.188733e-01,-1.157436e-02,-9.968846e-02
0.87000,0.527024,0.485729,-0.024548,-1.189249e-01,-1.145147e-02,-1.002212e-01
0.87250,0.526727,0.485701,-0.024800,-1.189766e-01,-1.132841e-02,-1.007513e-01
0.87500,0.526429,0.485673,-0.025053,-1.190285e-01,-1.120534e-02,-1.012791e-01
0.87750,0.526131,0.485645,-0.025308,-1.190806e-01,-1.108227e-02,-1.018053e-01
0.88000,0.525834,0.485618,-0.025564,-1.191331e-01,-1.095938e-02,-1.023304e-01
0.88250,0.525536,0.485591,-0.025821,-1.191859e-01,-1.083669e-02,-1.028549e-01
0.88500,0.525238,0.485564,-0.026079,-1.192391e-01,-1.071423e-02,-1.033791e-01
0.88750,0.524939,0.485537,-0.026339,-1.192927e-01,-1.059199e-02,-1.039030e-01
0.89000,0.524641,0.485511,-0.026600,-1.193467e-01,-1.047000e-02,-1.044264e-01
0.89250,0.524343,0.485485,-0.026863,-1.194010e-01,-1.034828e-02,-1.049491e-01
0.89500,0.524044,0.485460,-0.027126,-1.194556e-01,-1.022682e-02,-1.054709e-01
0.89750,0.523745,0.485435,-0.027391,-1.195104e-01,-1.010563e-02,-1.059918e-01
0.90000,0.523446,0.485410,-0.027657,-1.195651e-01,-9.984706e-03,-1.065118e-01
0.90250,0.523147,0.485385,-0.027925,-1.196198e-01,-9.864020e-03,-1.070306e-01
0.90500,0.522848,0.485361,-0.028194,-1.196742e-01,-9.743503e-03,-1.075482e-01
0.90750,0.522549,0.485337,-0.028464,-1.197282e-01,-9.623131e-03,-1.080644e-01
0.91000,0.522249,0.485313,-0.028736,-1.197818e-01,-9.502885e-03,-1.085791e-01
0.91250,0.521950,0.485289,-0.029008,-1.198346e-01,-9.382757e-03,-1.090922e-01
0.91500,0.521650,0.485266,-0.029282,-1.198867e-01,-9.262755e-03,-1.096037e-01
0.91750,0.521350,0.485243,-0.029558,-1.199378e-01,-9.142877e-03,-1.101136e-01
0.92000,0.521050,0.485221,-0.029834,-1.199877e-01,-9.023090e-03,-1.106220e-01
0.92250,0.520750,0.485199,-0.030112,-1.200364e-01,-8.903309e-03,-1.111290e-01
0.92500,0.520450,0.485177,-0.030391,-1.200836e-01,-8.783464e-03,-1.116349e-01
0.92750,0.520149,0.485155,-0.030671,-1.201293e-01,-8.663478e-03,-1.121400e-01
0.93000,0.519849,0.485134,-0.030953,-1.201732e-01,-8.543230e-03,-1.126454e-01
0.93250,0.519548,0.485112,-0.031236,-1.202155e-01,-8.422552e-03,-1.131521e-01
0.93500,0.519248,0.485092,-0.031520,-1.202561e-01,-8.301383e-03,-1.136607e-01
0.93750,0.518947,0.485071,-0.031805,-1.202950e-01,-8.179601e-03,-1.141718e-01
0.94000,0.518646,0.485051,-0.032092,-1.203323e-01,-8.057125e-03,-1.146858e-01
0.94250,0.518345,0.485031,-0.032380,-1.203679e-01,-7.933864e-03,-1.152029e-01
0.94500,0.518044,0.485012,-0.032669,-1.204020e-01,-7.809669e-03,-1.157228e-01
0.94750,0.517743,0.484993,-0.032960,-1.204346e-01,-7.684489e-03,-1.162454e-01
0.95000,0.517442,0.484974,-0.033252,-1.204657e-01,-7.558251e-03,-1.167702e-01
0.95250,0.517141,0.484955,-0.033545,-1.204955e-01,-7.430931e-03,-1.172967e-01
0.95500,0.516840,0.484937,-0.033840,-1.205240e-01,-7.302474e-03,-1.178249e-01
0.95750,0.516538,0.484919,-0.034136,-1.205513e-01,-7.172841e-03,-1.183544e-01
0.96000,0.516237,0.484901,-0.034433,-1.205775e-01,-7.042073e-03,-1.188852e-01
0.96250,0.515935,0.484884,-0.034731,-1.206027e-01,-6.910176e-03,-1.194167e-01
0.96500,0.515634,0.484867,-0.035031,-1.206271e-01,-6.777165e-03,-1.199485e-01
0.96750,0.515332,0.484850,-0.035333,-1.206507e-01,-6.643023e-03,-1.204801e-01
0.97000,0.515030,0.484834,-0.035635,-1.206737e-01,-6.507746e-03,-1.210109e-01
0.97250,0.514729,0.484818,-0.035939,-1.206959e-01,-6.371376e-03,-1.215405e-01
0.97500,0.514427,0.484803,-0.036244,-1.207176e-01,-6.233995e-03,-1.220684e-01
0.97750,0.514125,0.484787,-0.036551,-1.207389e-01,-6.095583e-03,-1.225943e-01
0.98000,0.513823,0.484773,-0.036858,-1.207597e-01,-5.956213e-03,-1.231180e-01
0.98250,0.513521,0.484758,-0.037167,-1.207801e-01,-5.815929e-03,-1.236393e-01
0.98500,0.513219,0.484744,-0.037478,-1.208003e-01,-5.674848e-03,-1.241581e-01
0.98750,0.512917,0.484730,-0.037790,-1.208204e-01,-5.533093e-03,-1.246742e-01
0.99000,0.512615,0.484717,-0.038103,-1.208405e-01,-5.390762e-03,-1.251869e-01
0.99250,0.512313,0.484703,-0.038417,-1.208605e-01,-5.247965e-03,-1.256964e-01
0.99500,0.512011,0.484691,-0.038732,-1.208808e-01,-5.104723e-03,-1.262028e-01
0.99750,0.511708,0.484678,-0.039049,-1.209013e-01,-4.961140e-03,-1.267065e-01
1.00000,0.511406,0.484666,-0.039367,-1.209220e-01,-4.817292e-03,-1.272073e-01
1.00250,0.511104,0.484655,-0.039686,-1.209431e-01,-4.673294e-03,-1.277059e-01
1.00500,0.510801,0.484643,-0.040007,-1.209645e-01,-4.529235e-03,-1.282025e-01
1.00750,0.510499,0.484632,-0.040329,-1.209864e-01,-4.385315e-03,-1.286971e-01
1.01000,0.510196,0.484622,-0.040652,-1.210087e-01,-4.241537e-03,-1.291901e-01
1.01250,0.509894,0.484611,-0.040976,-1.210314e-01,-4.097971e-03,-1.296815e-01
1.01500,0.509591,0.484601,-0.041301,-1.210545e-01,-3.954665e-03,-1.301713e-01
1.01750,0.509288,0.484592,-0.041628,-1.210780e-01,-3.811638e-03,-1.306594e-01
1.02000,0.508986,0.484583,-0.041956,-1.211020e-01,-3.668872e-03,-1.311458e-01
1.02250,0.508683,0.484574,-0.042285,-1.211263e-01,-3.526374e-03,-1.316306e-01
1.02500,0.508380,0.484566,-0.042615,-1.211511e-01,-3.384151e-03,-1.321137e-01
1.02750,0.508077,0.484557,-0.042947,-1.211761e-01,-3.242209e-03,-1.325950e-01
1.03000,0.507774,0.484550,-0.043279,-1.212015e-01,-3.100492e-03,-1.330740e-01
1.03250,0.507471,0.484542,-0.043613,-1.212269e-01,-2.959019e-03,-1.335508e-01
1.03500,0.507168,0.484535,-0.043948,-1.212523e-01,-2.817772e-03,-1.340250e-01
1.03750,0.506865,0.484529,-0.044284,-1.212775e-01,-2.676813e-03,-1.344965e-01
1.04000,0.506561,0.484522,-0.044622,-1.213024e-01,-2.536085e-03,-1.349651e-01
1.04250,0.506258,0.484516,-0.044960,-1.213267e-01,-2.395590e-03,-1.354307e-01
1.04500,0.505955,0.484511,-0.045300,-1.213504e-01,-2.255309e-03,-1.358936e-01
1.04750,0.505651,0.484505,-0.045641,-1.213732e-01,-2.115181e-03,-1.363537e-01
1.05000,0.505348,0.484500,-0.045983,-1.213951e-01,-1.975191e-03,-1.368115e-01
1.05250,0.505044,0.484496,-0.046326,-1.214157e-01,-1.835263e-03,-1.372672e-01
1.05500,0.504741,0.484492,-0.046670,-1.214350e-01,-1.695291e-03,-1.377213e-01
1.05750,0.504437,0.484488,-0.047016,-1.214528e-01,-1.555199e-03,-1.381748e-01
1.06000,0.504133,0.484484,-0.047363,-1.214690e-01,-1.414853e-03,-1.386286e-01
1.06250,0.503830,0.484481,-0.047710,-1.214836e-01,-1.274101e-03,-1.390839e-01
1.06500,0.503526,0.484478,-0.048059,-1.214965e-01,-1.132864e-03,-1.395415e-01
1.06750,0.503222,0.484476,-0.048409,-1.215078e-01,-9.910260e-04,-1.400019e-01
1.07000,0.502918,0.484473,-0.048760,-1.215175e-01,-8.485387e-04,-1.404655e-01
1.07250,0.502614,0.484472,-0.049113,-1.215257e-01,-7.053295e-04,-1.409323e-01
1.07500,0.502311,0.484470,-0.049466,-1.215325e-01,-5.612998e-04,-1.414020e-01
1.07750,0.502007,0.484469,-0.049821,-1.215382e-01,-4.164321e-04,-1.418743e-01
1.08000,0.501703,0.484469,-0.050177,-1.215426e-01,-2.706434e-04,-1.423482e-01
1.08250,0.501399,0.484468,-0.050534,-1.215460e-01,-1.238906e-04,-1.428234e-01
1.08500,0.501095,0.484468,-0.050892,-1.215483e-01,2.385456e-05,-1.432991e-01
1.08750,0.500791,0.484469,-0.051251,-1.215497e-01,1.726242e-04,-1.437750e-01
1.09000,0.500487,0.484470,-0.051612,-1.215503e-01,3.224102e-04,-1.442505e-01
1.09250,0.500184,0.484471,-0.051974,-1.215500e-01,4.732113e-04,-1.447253e-01
1.09500,0.499880,0.484472,-0.052337,-1.215490e-01,6.249743e-04,-1.451990e-01
1.09750,0.499576,0.484474,-0.052701,-1.215474e-01,7.776989e-04,-1.456713e-01
1.10000,0.499272,0.484477,-0.053066,-1.215453e-01,9.313849e-04,-1.461421e-01
1.10250,0.498968,0.484479,-0.053433,-1.215427e-01,1.085999e-03,-1.466113e-01
1.10500,0.498664,0.484482,-0.053801,-1.215397e-01,1.241516e-03,-1.470785e-01
1.10750,0.498360,0.484486,-0.054169,-1.215365e-01,1.397886e-03,-1.475432e-01
1.11000,0.498057,0.484490,-0.054539,-1.215331e-01,1.555008e-03,-1.480052e-01
1.11250,0.497753,0.484494,-0.054911,-1.215295e-01,1.712822e-03,-1.484641e-01
1.11500,0.497449,0.484499,-0.055283,-1.215260e-01,1.871216e-03,-1.489195e-01
1.11750,0.497145,0.484504,-0.055656,-1.215225e-01,2.030143e-03,-1.493713e-01
1.12000,0.496841,0.484509,-0.056031,-1.215193e-01,2.189471e-03,-1.498194e-01
1.12250,0.496538,0.484515,-0.056407,-1.215163e-01,2.349159e-03,-1.502637e-01
1.12500,0.496234,0.484521,-0.056783,-1.215136e-01,2.509135e-03,-1.507041e-01
1.12750,0.495930,0.484528,-0.057161,-1.215113e-01,2.669293e-03,-1.511408e-01
1.13000,0.495626,0.484535,-0.057540,-1.215093e-01,2.829527e-03,-1.515740e-01
1.13250,0.495322,0.484543,-0.057920,-1.215078e-01,2.989775e-03,-1.520040e-01
1.13500,0.495019,0.484551,-0.058301,-1.215067e-01,3.149935e-03,-1.524313e-01
1.13750,0.494715,0.484559,-0.058683,-1.215060e-01,3.309967e-03,-1.528564e-01
1.14000,0.494411,0.484567,-0.059067,-1.215058e-01,3.469889e-03,-1.532795e-01
1.14250,0.494107,0.484577,-0.059451,-1.215061e-01,3.629659e-03,-1.537008e-01
1.14500,0.493804,0.484586,-0.059836,-1.215068e-01,3.789234e-03,-1.541202e-01
1.14750,0.493500,0.484596,-0.060222,-1.215079e-01,3.948519e-03,-1.545377e-01
1.15000,0.493196,0.484606,-0.060610,-1.215094e-01,4.107519e-03,-1.549531e-01
1.15250,0.492892,0.484617,-0.060998,-1.215112e-01,4.266254e-03,-1.553665e-01
1.15500,0.492588,0.484628,-0.061388,-1.215133e-01,4.424727e-03,-1.557773e-01
1.15750,0.492285,0.484639,-0.061778,-1.215157e-01,4.582923e-03,-1.561852e-01
1.16000,0.491981,0.484651,-0.062170,-1.215183e-01,4.740785e-03,-1.565899e-01
1.16250,0.491677,0.484663,-0.062562,-1.215209e-01,4.898342e-03,-1.569910e-01
1.16500,0.491373,0.484676,-0.062956,-1.215237e-01,5.055594e-03,-1.573884e-01
1.16750,0.491069,0.484689,-0.063350,-1.215263e-01,5.212563e-03,-1.577822e-01
1.17000,0.490766,0.484703,-0.063745,-1.215288e-01,5.369256e-03,-1.581722e-01
1.17250,0.490462,0.484716,-0.064142,-1.215307e-01,5.525703e-03,-1.585587e-01
1.17500,0.490158,0.484731,-0.064539,-1.215321e-01,5.681918e-03,-1.589420e-01
1.17750,0.489854,0.484745,-0.064937,-1.215327e-01,5.837959e-03,-1.593225e-01
1.18000,0.489550,0.484760,-0.065337,-1.215326e-01,5.993823e-03,-1.597007e-01
1.18250,0.489247,0.484776,-0.065737,-1.215314e-01,6.149562e-03,-1.600771e-01
1.18500,0.488943,0.484791,-0.066138,-1.215290e-01,6.305258e-03,-1.604523e-01
1.18750,0.488639,0.484807,-0.066540,-1.215253e-01,6.461008e-03,-1.608271e-01
1.19000,0.488335,0.484824,-0.066943,-1.215202e-01,6.616969e-03,-1.612027e-01
1.19250,0.488031,0.484841,-0.067347,-1.215137e-01,6.773156e-03,-1.615798e-01
1.19500,0.487728,0.484858,-0.067752,-1.215057e-01,6.929691e-03,-1.619591e-01
1.19750,0.487424,0.484876,-0.068158,-1.214964e-01,7.086643e-03,-1.623409e-01
1.20000,0.487120,0.484894,-0.068565,-1.214856e-01,7.244092e-03,-1.627256e-01
1.20250,0.486816,0.484913,-0.068972,-1.214734e-01,7.402168e-03,-1.631129e-01
1.20500,0.486513,0.484931,-0.069381,-1.214600e-01,7.560988e-03,-1.635024e-01
1.20750,0.486209,0.484951,-0.069791,-1.214454e-01,7.720574e-03,-1.638941e-01
1.21000,0.485906,0.484970,-0.070202,-1.214295e-01,7.881026e-03,-1.642871e-01
1.21250,0.485602,0.484991,-0.070613,-1.214126e-01,8.042371e-03,-1.646810e-01
1.21500,0.485299,0.485011,-0.071026,-1.213949e-01,8.204606e-03,-1.650753e-01
1.21750,0.484995,0.485032,-0.071440,-1.213763e-01,8.367780e-03,-1.654698e-01
1.22000,0.484692,0.485053,-0.071854,-1.213570e-01,8.531877e-03,-1.658637e-01
1.22250,0.484388,0.485075,-0.072270,-1.213372e-01,8.696889e-03,-1.662566e-01
1.22500,0.484085,0.485097,-0.072687,-1.213168e-01,8.862841e-03,-1.666482e-01
1.22750,0.483782,0.485120,-0.073104,-1.212959e-01,9.029702e-03,-1.670380e-01
1.23000,0.483479,0.485143,-0.073523,-1.212746e-01,9.197486e-03,-1.674257e-01
1.23250,0.483176,0.485166,-0.073942,-1.212530e-01,9.366121e-03,-1.678110e-01
1.23500,0.482872,0.485190,-0.074363,-1.212310e-01,9.535581e-03,-1.681935e-01
1.23750,0.482569,0.485214,-0.074784,-1.212089e-01,9.705787e-03,-1.685728e-01
1.24000,0.482266,0.485239,-0.075207,-1.211866e-01,9.876669e-03,-1.689484e-01
1.24250,0.481964,0.485264,-0.075630,-1.211643e-01,1.004815e-02,-1.693201e-01
1.24500,0.481661,0.485290,-0.076054,-1.211422e-01,1.022012e-02,-1.696875e-01
1.24750,0.481358,0.485316,-0.076479,-1.211203e-01,1.039249e-02,-1.700502e-01
1.25000,0.481055,0.485342,-0.076905,-1.210987e-01,1.056522e-02,-1.704082e-01
1.25250,0.480752,0.485369,-0.077332,-1.210773e-01,1.073826e-02,-1.707619e-01
1.25500,0.480450,0.485396,-0.077760,-1.210564e-01,1.091156e-02,-1.711113e-01
1.25750,0.480147,0.485424,-0.078189,-1.210359e-01,1.108503e-02,-1.714567e-01
1.26000,0.479845,0.485452,-0.078618,-1.210158e-01,1.125855e-02,-1.717984e-01
1.26250,0.479542,0.485481,-0.079048,-1.209963e-01,1.143204e-02,-1.721365e-01
1.26500,0.479240,0.485510,-0.079480,-1.209773e-01,1.160533e-02,-1.724714e-01
1.26750,0.478937,0.485539,-0.079912,-1.209589e-01,1.177843e-02,-1.728031e-01
1.27000,0.478635,0.485569,-0.080344,-1.209409e-01,1.195124e-02,-1.731318e-01
1.27250,0.478333,0.485599,-0.080778,-1.209234e-01,1.212375e-02,-1.734573e-01
1.27500,0.478030,0.485630,-0.081213,-1.209064e-01,1.229592e-02,-1.737797e-01
1.27750,0.477728,0.485661,-0.081648,-1.208897e-01,1.246774e-02,-1.740990e-01
1.28000,0.477426,0.485693,-0.082084,-1.208734e-01,1.263917e-02,-1.744154e-01
1.28250,0.477124,0.485725,-0.082521,-1.208575e-01,1.281017e-02,-1.747287e-01
1.28500,0.476822,0.485757,-0.082958,-1.208420e-01,1.298070e-02,-1.750393e-01
1.28750,0.476520,0.485790,-0.083397,-1.208268e-01,1.315076e-02,-1.753468e-01
1.29000,0.476218,0.485823,-0.083836,-1.208119e-01,1.332034e-02,-1.756513e-01
1.29250,0.475916,0.485857,-0.084276,-1.207972e-01,1.348944e-02,-1.759524e-01
1.29500,0.475614,0.485891,-0.084716,-1.207827e-01,1.365804e-02,-1.762503e-01
1.29750,0.475312,0.485926,-0.085158,-1.207681e-01,1.382616e-02,-1.765447e-01
1.30000,0.475010,0.485961,-0.085600,-1.207536e-01,1.399382e-02,-1.768359e-01
1.30250,0.474708,0.485996,-0.086042,-1.207387e-01,1.416102e-02,-1.771238e-01
1.30500,0.474406,0.486032,-0.086486,-1.207235e-01,1.432783e-02,-1.774088e-01
1.30750,0.474104,0.486068,-0.086930,-1.207078e-01,1.449427e-02,-1.776911e-01
1.31000,0.473803,0.486105,-0.087375,-1.206913e-01,1.466042e-02,-1.779713e-01
1.31250,0.473501,0.486142,-0.087821,-1.206739e-01,1.482641e-02,-1.782497e-01
1.31500,0.473199,0.486180,-0.088267,-1.206554e-01,1.499226e-02,-1.785273e-01
1.31750,0.472898,0.486217,-0.088714,-1.206356e-01,1.515817e-02,-1.788050e-01
1.32000,0.472596,0.486256,-0.089162,-1.206145e-01,1.532422e-02,-1.790837e-01
1.32250,0.472295,0.486294,-0.089610,-1.205920e-01,1.549051e-02,-1.793643e-01
1.32500,0.471993,0.486334,-0.090059,-1.205681e-01,1.565714e-02,-1.796470e-01
1.32750,0.471692,0.486373,-0.090509,-1.205428e-01,1.582415e-02,-1.799324e-01
1.33000,0.471391,0.486413,-0.090960,-1.205161e-01,1.599169e-02,-1.802204e-01
1.33250,0.471090,0.486454,-0.091411,-1.204882e-01,1.615978e-02,-1.805107e-01
1.33500,0.470788,0.486494,-0.091863,-1.204590e-01,1.632853e-02,-1.808029e-01
1.33750,0.470487,0.486536,-0.092316,-1.204287e-01,1.649804e-02,-1.810968e-01
1.34000,0.470186,0.486577,-0.092769,-1.203972e-01,1.666838e-02,-1.813920e-01
1.34250,0.469885,0.486619,-0.093223,-1.203648e-01,1.683958e-02,-1.816880e-01
1.34500,0.469585,0.486662,-0.093678,-1.203315e-01,1.701168e-02,-1.819842e-01
1.34750,0.469284,0.486705,-0.094134,-1.202973e-01,1.718473e-02,-1.822801e-01
1.35000,0.468983,0.486748,-0.094591,-1.202625e-01,1.735875e-02,-1.825752e-01
1.35250,0.468683,0.486792,-0.095048,-1.202270e-01,1.753379e-02,-1.828692e-01
1.35500,0.468382,0.486836,-0.095506,-1.201909e-01,1.770979e-02,-1.831615e-01
1.35750,0.468082,0.486881,-0.095964,-1.201544e-01,1.788677e-02,-1.834518e-01
1.36000,0.467781,0.486926,-0.096424,-1.201174e-01,1.806470e-02,-1.837393e-01
1.36250,0.467481,0.486972,-0.096884,-1.200802e-01,1.824355e-02,-1.840241e-01
1.36500,0.467181,0.487018,-0.097344,-1.200428e-01,1.842329e-02,-1.843058e-01
1.36750,0.466881,0.487064,-0.097806,-1.200052e-01,1.860380e-02,-1.845841e-01
1.37000,0.466581,0.487111,-0.098268,-1.199676e-01,1.878505e-02,-1.848587e-01
1.37250,0.466281,0.487159,-0.098731,-1.199301e-01,1.896698e-02,-1.851291e-01
1.37500,0.465982,0.487207,-0.099194,-1.198927e-01,1.914947e-02,-1.853951e-01
1.37750,0.465682,0.487255,-0.099659,-1.198555e-01,1.933250e-02,-1.856564e-01
1.38000,0.465382,0.487304,-0.100123,-1.198185e-01,1.951595e-02,-1.859132e-01
1.38250,0.465083,0.487353,-0.100589,-1.197821e-01,1.969978e-02,-1.861653e-01
1.38500,0.464784,0.487403,-0.101055,-1.197460e-01,1.988385e-02,-1.864131e-01
1.38750,0.464484,0.487453,-0.101521,-1.197104e-01,2.006805e-02,-1.866567e-01
1.39000,0.464185,0.487504,-0.101989,-1.196753e-01,2.025227e-02,-1.868962e-01
1.39250,0.463886,0.487555,-0.102456,-1.196408e-01,2.043638e-02,-1.871318e-01
1.39500,0.463587,0.487606,-0.102925,-1.196069e-01,2.062039e-02,-1.873638e-01
1.39750,0.463288,0.487658,-0.103394,-1.195735e-01,2.080414e-02,-1.875923e-01
1.40000,0.462989,0.487711,-0.103863,-1.195407e-01,2.098761e-02,-1.878173e-01
1.40250,0.462691,0.487764,-0.104333,-1.195085e-01,2.117079e-02,-1.880388e-01
1.40500,0.462392,0.487817,-0.104804,-1.194768e-01,2.135355e-02,-1.882570e-01
1.40750,0.462093,0.487871,-0.105275,-1.194457e-01,2.153589e-02,-1.884718e-01
1.41000,0.461795,0.487925,-0.105747,-1.194150e-01,2.171766e-02,-1.886834e-01
1.41250,0.461496,0.487980,-0.106219,-1.193848e-01,2.189885e-02,-1.888916e-01
1.41500,0.461198,0.488035,-0.106692,-1.193549e-01,2.207944e-02,-1.890964e-01
1.41750,0.460899,0.488091,-0.107165,-1.193253e-01,2.225937e-02,-1.892979e-01
1.42000,0.460601,0.488147,-0.107639,-1.192959e-01,2.243866e-02,-1.894960e-01
1.42250,0.460303,0.488203,-0.108113,-1.192667e-01,2.261733e-02,-1.896906e-01
1.42500,0.460005,0.488260,-0.108588,-1.192375e-01,2.279543e-02,-1.898816e-01
1.42750,0.459707,0.488318,-0.109063,-1.192082e-01,2.297294e-02,-1.900691e-01
1.43000,0.459409,0.488376,-0.109539,-1.191789e-01,2.314988e-02,-1.902533e-01
1.43250,0.459111,0.488434,-0.110015,-1.191493e-01,2.332631e-02,-1.904343e-01
1.43500,0.458813,0.488493,-0.110491,-1.191194e-01,2.350223e-02,-1.906121e-01
1.43750,0.458516,0.488552,-0.110968,-1.190891e-01,2.367771e-02,-1.907871e-01
1.44000,0.458218,0.488612,-0.111446,-1.190579e-01,2.385284e-02,-1.909595e-01
1.44250,0.457920,0.488672,-0.111924,-1.190260e-01,2.402771e-02,-1.911297e-01
1.44500,0.457623,0.488732,-0.112402,-1.189929e-01,2.420242e-02,-1.912982e-01
1.44750,0.457326,0.488793,-0.112880,-1.189588e-01,2.437708e-02,-1.914659e-01
1.45000,0.457028,0.488854,-0.113360,-1.189234e-01,2.455187e-02,-1.916335e-01
1.45250,0.456731,0.488916,-0.113839,-1.188866e-01,2.472692e-02,-1.918017e-01
1.45500,0.456434,0.488979,-0.114319,-1.188485e-01,2.490228e-02,-1.919710e-01
