t,cx,cy,disp_max,disp_rms,det_min,volume,Fx,Fy,p_L2,u_L2
0.32000,0.585027,0.496118,2.588715e-02,1.667534e-02,9.791051e-01,1.255798e-01,9.324451e-03,7.436077e-04,2.065767e-02,3.931548e-02
0.32250,0.584837,0.496074,2.618764e-02,1.688340e-02,9.789528e-01,1.255801e-01,9.292915e-03,7.169292e-04,2.063498e-02,3.941897e-02
0.32500,0.584645,0.496030,2.648887e-02,1.709235e-02,9.788019e-01,1.255804e-01,9.261436e-03,6.903299e-04,2.061282e-02,3.952168e-02
0.32750,0.584453,0.495987,2.679083e-02,1.730221e-02,9.786524e-01,1.255808e-01,9.230003e-03,6.637938e-04,2.059116e-02,3.962362e-02
0.33000,0.584260,0.495943,2.709350e-02,1.751295e-02,9.785045e-01,1.255812e-01,9.198588e-03,6.373036e-04,2.056999e-02,3.972480e-02
0.33250,0.584067,0.495899,2.739687e-02,1.772459e-02,9.783583e-01,1.255816e-01,9.167221e-03,6.108027e-04,2.054931e-02,3.982521e-02
0.33500,0.583872,0.495855,2.770093e-02,1.793710e-02,9.782138e-01,1.255820e-01,9.135937e-03,5.843019e-04,2.052909e-02,3.992489e-02
0.33750,0.583676,0.495811,2.800567e-02,1.815049e-02,9.780710e-01,1.255824e-01,9.104759e-03,5.578351e-04,2.050933e-02,4.002382e-02
0.34000,0.583480,0.495767,2.831106e-02,1.836475e-02,9.779299e-01,1.255828e-01,9.073699e-03,5.313864e-04,2.049003e-02,4.012203e-02
0.34250,0.583282,0.495723,2.861711e-02,1.857987e-02,9.777904e-01,1.255832e-01,9.042735e-03,5.049650e-04,2.047117e-02,4.021952e-02
0.34500,0.583084,0.495678,2.892380e-02,1.879586e-02,9.776525e-01,1.255836e-01,9.011803e-03,4.785974e-04,2.045274e-02,4.031630e-02
0.34750,0.582884,0.495634,2.923112e-02,1.901271e-02,9.775161e-01,1.255841e-01,8.980915e-03,4.522704e-04,2.043473e-02,4.041238e-02
0.35000,0.582684,0.495590,2.953905e-02,1.923041e-02,9.773809e-01,1.255845e-01,8.950092e-03,4.259935e-04,2.041713e-02,4.050776e-02
0.35250,0.582483,0.495546,2.984759e-02,1.944896e-02,9.772469e-01,1.255850e-01,8.919351e-03,3.997813e-04,2.039995e-02,4.060246e-02
0.35500,0.582281,0.495501,3.015672e-02,1.966835e-02,9.771139e-01,1.255854e-01,8.888661e-03,3.736368e-04,2.038316e-02,4.069648e-02
0.35750,0.582079,0.495457,3.046643e-02,1.988859e-02,9.769820e-01,1.255859e-01,8.858004e-03,3.475722e-04,2.036676e-02,4.078984e-02
0.36000,0.581875,0.495412,3.077705e-02,2.010965e-02,9.768510e-01,1.255864e-01,8.827386e-03,3.216356e-04,2.035074e-02,4.088253e-02
0.36250,0.581671,0.495368,3.109034e-02,2.033155e-02,9.767211e-01,1.255869e-01,8.796849e-03,2.958347e-04,2.033510e-02,4.097456e-02
0.36500,0.581465,0.495324,3.140422e-02,2.055427e-02,9.765920e-01,1.255874e-01,8.766440e-03,2.701631e-04,2.031983e-02,4.106595e-02
0.36750,0.581259,0.495279,3.171865e-02,2.077781e-02,9.764639e-01,1.255880e-01,8.736095e-03,2.446180e-04,2.030492e-02,4.115670e-02
0.37000,0.581052,0.495235,3.203365e-02,2.100217e-02,9.763367e-01,1.255885e-01,8.705788e-03,2.191471e-04,2.029036e-02,4.124682e-02
0.37250,0.580844,0.495190,3.234919e-02,2.122734e-02,9.762104e-01,1.255891e-01,8.675514e-03,1.937497e-04,2.027613e-02,4.133632e-02
0.37500,0.580635,0.495145,3.266526e-02,2.145332e-02,9.760850e-01,1.255896e-01,8.645338e-03,1.684439e-04,2.026224e-02,4.142519e-02
0.37750,0.580425,0.495101,3.298184e-02,2.168010e-02,9.759607e-01,1.255902e-01,8.615267e-03,1.432107e-04,2.024869e-02,4.151346e-02
0.38000,0.580215,0.495056,3.329894e-02,2.190768e-02,9.758375e-01,1.255908e-01,8.585228e-03,1.179961e-04,2.023545e-02,4.160112e-02
0.38250,0.580004,0.495012,3.361654e-02,2.213606e-02,9.757154e-01,1.255914e-01,8.555165e-03,9.278104e-05,2.022252e-02,4.168818e-02
0.38500,0.579791,0.494967,3.393462e-02,2.236522e-02,9.755944e-01,1.255920e-01,8.525156e-03,6.763555e-05,2.020991e-02,4.177466e-02
0.38750,0.579578,0.494923,3.425319e-02,2.259517e-02,9.754745e-01,1.255926e-01,8.495222e-03,4.263353e-05,2.019760e-02,4.186055e-02
0.39000,0.579364,0.494878,3.457222e-02,2.282590e-02,9.753560e-01,1.255932e-01,8.465252e-03,1.769865e-05,2.018559e-02,4.194586e-02
0.39250,0.579150,0.494833,3.489170e-02,2.305741e-02,9.752390e-01,1.255939e-01,8.435263e-03,-7.144420e-06,2.017387e-02,4.203060e-02
0.39500,0.578934,0.494789,3.521164e-02,2.328969e-02,9.751237e-01,1.255945e-01,8.405245e-03,-3.184525e-05,2.016243e-02,4.211478e-02
0.39750,0.578718,0.494744,3.553201e-02,2.352274e-02,9.750101e-01,1.255952e-01,8.375258e-03,-5.644967e-05,2.015126e-02,4.219839e-02
0.40000,0.578501,0.494700,3.585281e-02,2.375655e-02,9.748984e-01,1.255959e-01,8.345352e-03,-8.098994e-05,2.014037e-02,4.228146e-02
0.40250,0.578283,0.494655,3.617402e-02,2.399112e-02,9.747886e-01,1.255966e-01,8.315537e-03,-1.055239e-04,2.012975e-02,4.236397e-02
0.40500,0.578064,0.494611,3.649565e-02,2.422645e-02,9.746806e-01,1.255973e-01,8.285845e-03,-1.300694e-04,2.011939e-02,4.244595e-02
0.40750,0.577844,0.494566,3.681767e-02,2.446253e-02,9.745744e-01,1.255980e-01,8.256251e-03,-1.546854e-04,2.010930e-02,4.252739e-02
0.41000,0.577624,0.494522,3.714008e-02,2.469936e-02,9.744699e-01,1.255987e-01,8.226705e-03,-1.793814e-04,2.009947e-02,4.260830e-02
0.41250,0.577402,0.494477,3.746286e-02,2.493693e-02,9.743670e-01,1.255995e-01,8.197196e-03,-2.041714e-04,2.008989e-02,4.268869e-02
0.41500,0.577180,0.494433,3.778601e-02,2.517524e-02,9.742654e-01,1.256002e-01,8.167735e-03,-2.288925e-04,2.008055e-02,4.276856e-02
0.41750,0.576957,0.494388,3.811191e-02,2.541428e-02,9.741650e-01,1.256010e-01,8.138348e-03,-2.534588e-04,2.007146e-02,4.284792e-02
0.42000,0.576734,0.494344,3.843884e-02,2.565405e-02,9.740656e-01,1.256018e-01,8.108935e-03,-2.778727e-04,2.006261e-02,4.292677e-02
0.42250,0.576509,0.494300,3.876615e-02,2.589455e-02,9.739670e-01,1.256025e-01,8.079514e-03,-3.022539e-04,2.005398e-02,4.300511e-02
0.42500,0.576284,0.494255,3.909381e-02,2.613578e-02,9.738692e-01,1.256033e-01,8.050122e-03,-3.265750e-04,2.004559e-02,4.308296e-02
0.42750,0.576058,0.494211,3.942184e-02,2.637772e-02,9.737723e-01,1.256042e-01,8.020797e-03,-3.508500e-04,2.003742e-02,4.316032e-02
0.43000,0.575831,0.494167,3.975021e-02,2.662037e-02,9.736763e-01,1.256050e-01,7.991496e-03,-3.751191e-04,2.002946e-02,4.323719e-02
0.43250,0.575604,0.494123,4.007891e-02,2.686374e-02,9.735811e-01,1.256058e-01,7.962152e-03,-3.993791e-04,2.002172e-02,4.331358e-02
0.43500,0.575375,0.494078,4.040795e-02,2.710781e-02,9.734870e-01,1.256067e-01,7.932781e-03,-4.235441e-04,2.001419e-02,4.338949e-02
